mapping_rate	data	section
59.76	BFAP	All
58.37	BFAP	All
67.24	BFAP	All
60.02	BFAP	All
67.74	BFAP	All
59.34	BFAP	All
63.83	BFAP	All
56.22	BFAP	All
65.38	BFAP	All
63.02	BFAP	All
62.61	BFAP	All
72.38	BFAP	All
59.75	BFAP	All
64.15	BFAP	All
61.99	BFAP	All
60.66	BFAP	All
67.23	BFAP	All
61.17	BFAP	All
58.14	BFAP	All
68.98	BFAP	All
59.92	BFAP	All
63.69	BFAP	All
66.38	BFAP	All
62.77	BFAP	All
61.78	BFAP	All
63.43	BFAP	All
70.17	BFAP	All
68.22	BFAP	All
73.64	BFAP	All
73.12	BFAP	All
66.5	BFAP	All
78.01	BFAP	All
68.31	BFAP	All
77	BFAP	All
76.67	BFAP	All
68.07	BFAP	All
66.85	BFAP	All
71.46	BFAP	All
67.61	BFAP	All
71.35	BFAP	All
78.77	BFAP	All
69.63	BFAP	All
69.23	BFAP	All
76.03	BFAP	All
76.37	BFAP	All
74.88	BFAP	All
76.05	BFAP	All
75.25	BFAP	All
74.55	BFAP	All
75.04	BFAP	All
79.83	BFAP	All
74.71	BFAP	All
72.15	BFAP	All
75.69	BFAP	All
73.18	BFAP	All
72.01	BFAP	All
75.98	BFAP	All
78.67	BFAP	All
73.91	BFAP	All
76.18	BFAP	All
62.4	BFAP	All
77.95	BFAP	All
78.66	BFAP	All
63.73	BFAP	All
74.95	BFAP	All
64.8	BFAP	All
67.07	BFAP	All
61.75	BFAP	All
62.36	BFAP	All
75.28	BFAP	All
62.19	BFAP	All
72.69	BFAP	All
77.56	BFAP	All
73.87	BFAP	All
72.77	BFAP	All
74.89	BFAP	All
84.09	BFAP	All
87.39	BFAP	All
79.45	BFAP	All
67.84	BFAP	All
73.35	BFAP	All
68.74	BFAP	All
70.71	BFAP	All
61.48	BFAP	All
65.8	BFAP	All
75.07	BFAP	All
69.5	BFAP	All
77.79	BFAP	All
64.1	BFAP	All
68.03	BFAP	All
63.65	BFAP	All
75.83	BFAP	All
58.11	BFAP	All
75.06	BFAP	All
68.69	BFAP	All
72.84	BFAP	All
75.98	BFAP	All
58.47	BFAP	All
60.72	BFAP	All
72.17	BFAP	All
78.09	BFAP	All
63.18	BFAP	All
76.46	BFAP	All
69.97	BFAP	All
73.81	BFAP	All
88.33	BFAP	All
96.85	BFAP	All
79.57	BFAP	All
78.37	BFAP	All
75.17	BFAP	All
80.43	BFAP	All
63.8	BFAP	All
68.34	BFAP	All
67.52	BFAP	All
75.98	BFAP	All
97.55	BFAP	All
84.42	BFAP	All
85.38	BFAP	All
68.59	BFAP	All
94.03	BFAP	All
65.91	BFAP	All
62.99	BFAP	All
65.85	BFAP	All
56.71	BFAP	All
90.07	BFAP	All
69.2	BFAP	All
95.88	BFAP	All
89.23	BFAP	All
80.01	BFAP	All
61.68	BFAP	All
77.76	BFAP	All
66.56	BFAP	All
73.21	BFAP	All
75.38	BFAP	All
61.59	BFAP	All
78.25	BFAP	All
64.95	BFAP	All
76.5	BFAP	All
75.59	BFAP	All
60.76	BFAP	All
75.71	BFAP	All
70.5	BFAP	All
60.07	BFAP	All
60	BFAP	All
73.74	BFAP	All
63.25	BFAP	All
67.35	BFAP	All
62.88	BFAP	All
76.26	BFAP	All
73.02	BFAP	All
74.14	BFAP	All
64.85	BFAP	All
61.29	BFAP	All
60.21	BFAP	All
62.48	BFAP	All
62.04	BFAP	All
77.35	BFAP	All
75.87	BFAP	All
81.6	BFAP	All
82.59	BFAP	All
80.57	BFAP	All
73.79	BFAP	All
67.76	BFAP	All
71.94	BFAP	All
71.33	BFAP	All
76.1	BFAP	All
78.9	BFAP	All
63.58	BFAP	All
73.65	BFAP	All
66.65	BFAP	All
67.85	BFAP	All
66.9	BFAP	All
69.09	BFAP	All
70.11	BFAP	All
72.8	BFAP	All
57.23	BFAP	All
76.83	BFAP	All
68.85	BFAP	All
74.35	BFAP	All
73.78	BFAP	All
64.42	BFAP	All
63.98	BFAP	All
61.76	BFAP	All
61.62	BFAP	All
59.85	BFAP	All
64.4	BFAP	All
73.47	BFAP	All
73.9	BFAP	All
68.69	BFAP	All
64.52	BFAP	All
62.66	BFAP	All
79.18	BFAP	All
60.2	BFAP	All
74.33	BFAP	All
76.3	BFAP	All
78.08	BFAP	All
69.26	BFAP	All
73.36	BFAP	All
72.9	BFAP	All
72.67	BFAP	All
74.2	BFAP	All
75.35	BFAP	All
71.54	BFAP	All
65.67	BFAP	All
83.61	BFAP	All
77.21	BFAP	All
72.86	BFAP	All
72.41	BFAP	All
76.76	BFAP	All
70.63	BFAP	All
60.51	BFAP	All
59.7	BFAP	All
61.87	BFAP	All
69.84	BFAP	All
60.48	BFAP	All
74.08	BFAP	All
70.69	BFAP	All
80.05	BFAP	All
72.06	BFAP	All
78.85	BFAP	All
77.33	BFAP	All
79.3	BFAP	All
79.63	BFAP	All
75.56	BFAP	All
86.13	BFAP	All
78.64	BFAP	All
79.89	BFAP	All
73.69	BFAP	All
90.08	BFAP	All
73.84	BFAP	All
72.39	BFAP	All
70.81	BFAP	All
81.36	BFAP	All
71.6	BFAP	All
81.33	BFAP	All
79.88	BFAP	All
86.92	BFAP	All
78.88	BFAP	All
75.98	BFAP	All
73.73	BFAP	All
70.9	BFAP	All
69.18	BFAP	All
72.43	BFAP	All
73.63	BFAP	All
73.66	BFAP	All
70.89	BFAP	All
68.38	BFAP	All
71.9	BFAP	All
70.06	BFAP	All
71.55	BFAP	All
75.65	BFAP	All
71.44	BFAP	All
70.54	BFAP	All
69.31	BFAP	All
63.99	BFAP	All
76.01	BFAP	All
76.2	BFAP	All
66.75	BFAP	All
72.43	BFAP	All
73.3	BFAP	All
65.7	BFAP	All
75.9	BFAP	All
79.17	BFAP	All
71.27	BFAP	All
73.54	BFAP	All
58.78	BFAP	All
66.57	BFAP	All
71.29	BFAP	All
71.79	BFAP	All
59.64	BFAP	All
72.35	BFAP	All
55.68	pig	Rectum
54.67	pig	Rectum
55.62	pig	Rectum
54.59	pig	Rectum
55.9	pig	Rectum
55.93	pig	Rectum
57.33	pig	Rectum
56.45	pig	Rectum
55.22	pig	Rectum
54.78	pig	Rectum
54.58	pig	Rectum
54.28	pig	Rectum
57.24	pig	Rectum
59.22	pig	Rectum
51.29	pig	Rectum
52.76	pig	Rectum
52.85	pig	Rectum
49.93	pig	Rectum
51.81	pig	Rectum
52.74	pig	Rectum
53.65	pig	Rectum
52.01	pig	Rectum
51.7	pig	Rectum
52.4	pig	Rectum
52.72	pig	Rectum
49.13	pig	Rectum
51.98	pig	Rectum
56.92	pig	Rectum
55.13	pig	Rectum
55.96	pig	Rectum
55.62	pig	Rectum
54.33	pig	Rectum
55.23	pig	Rectum
54.39	pig	Rectum
53.67	pig	Rectum
57.99	pig	Rectum
55.66	pig	Rectum
54.14	pig	Rectum
53.72	pig	Rectum
56.86	pig	Rectum
57.48	pig	Rectum
52.12	pig	Rectum
52.53	pig	Rectum
54.35	pig	Rectum
50.5	pig	Rectum
52.49	pig	Rectum
51.14	pig	Rectum
53.9	pig	Rectum
52.04	pig	Rectum
52.53	pig	Rectum
51.27	pig	Rectum
54.04	pig	Rectum
53.01	pig	Rectum
53.03	pig	Rectum
53.52	pig	Rectum
55.31	pig	Stomachs
45.54	pig	Stomachs
44.61	pig	Stomachs
60.51	pig	Rectum
55.21	pig	Rectum
58.45	pig	Rectum
58.95	pig	Rectum
63.92	pig	Rectum
53.37	pig	Rectum
57.34	pig	Rectum
55.4	pig	Rectum
55.07	pig	Rectum
56.85	pig	Rectum
60.81	pig	Rectum
61	pig	Rectum
56.07	pig	Rectum
58.12	pig	Rectum
62.46	pig	Rectum
52.53	pig	Rectum
56.23	pig	Rectum
53.33	pig	Rectum
66.7	pig	Rectum
57.01	pig	Rectum
56.73	pig	Rectum
57.06	pig	Rectum
57.07	pig	Rectum
48.18	pig	Rectum
56.12	pig	Rectum
57.15	pig	Rectum
55.65	pig	Rectum
55.78	pig	Rectum
50.59	pig	Rectum
60.62	pig	Rectum
60.94	pig	Rectum
54.28	pig	Rectum
57.88	pig	Rectum
56.81	pig	Rectum
56.12	pig	Rectum
58.93	pig	Rectum
53.33	pig	Rectum
57.11	pig	Rectum
58.25	pig	Rectum
56.47	pig	Rectum
56.6	pig	Rectum
57.63	pig	Rectum
60.53	pig	Rectum
60.66	pig	Rectum
67.45	pig	Rectum
62.88	pig	Rectum
66.16	pig	Rectum
85.46	pig	Rectum
90.92	pig	Rectum
70.99	pig	Rectum
84.47	pig	Rectum
74.12	pig	Rectum
91.92	pig	Rectum
84.82	pig	Rectum
75.09	pig	Rectum
88.11	pig	Rectum
82.69	pig	Rectum
81.32	pig	Rectum
89.63	pig	Rectum
91.14	pig	Rectum
75.69	pig	Rectum
87.41	pig	Rectum
86.87	pig	Rectum
91.83	pig	Rectum
90.18	pig	Rectum
71.8	pig	Rectum
85.61	pig	Rectum
91.34	pig	Rectum
65.7	pig	Rectum
80.11	pig	Rectum
68.61	pig	Rectum
89.6	pig	Rectum
83.53	pig	Rectum
77.91	pig	Rectum
69.44	pig	Rectum
61.97	pig	Rectum
52.78	pig	Rectum
52.28	pig	Rectum
51.14	pig	Rectum
55.03	pig	Rectum
66.32	pig	Rectum
55.72	pig	Rectum
55.3	pig	Rectum
56.87	pig	Rectum
50.7	pig	Rectum
58.86	pig	Rectum
51.9	pig	Rectum
74.21	pig	Rectum
55.74	pig	Rectum
62.91	pig	Rectum
63.74	pig	Rectum
52.05	pig	Rectum
48.91	pig	Rectum
58.65	pig	Rectum
53.47	pig	Rectum
76.16	pig	Rectum
55.26	pig	Rectum
49.94	pig	Rectum
50.18	pig	Rectum
50.18	pig	Rectum
54.46	pig	Rectum
51.37	pig	Rectum
50.9	pig	Rectum
49.03	pig	Rectum
50.1	pig	Rectum
53.02	pig	Rectum
51.98	pig	Rectum
50.92	pig	Rectum
52.9	pig	Rectum
49.48	pig	Rectum
50.73	pig	Rectum
47.32	pig	Rectum
50.55	pig	Rectum
49.89	pig	Rectum
48.85	pig	Rectum
52.72	pig	Rectum
52.12	pig	Rectum
52.17	pig	Rectum
50.25	pig	Rectum
49.17	pig	Rectum
51.11	pig	Rectum
59.48	pig	Rectum
53.98	pig	Rectum
54.35	pig	Rectum
52.39	pig	Rectum
53.11	pig	Rectum
52.16	pig	Rectum
53.07	pig	Rectum
50.94	pig	Rectum
51.16	pig	Rectum
51.38	pig	Rectum
57.95	pig	Rectum
56.36	pig	Rectum
53.42	pig	Rectum
53.47	pig	Rectum
55.14	pig	Rectum
51.7	pig	Rectum
50.44	pig	Rectum
54.43	pig	Rectum
51.47	pig	Rectum
51.45	pig	Rectum
52	pig	Rectum
55.3	pig	Rectum
47.37	pig	Rectum
52.05	pig	Rectum
54.31	pig	Rectum
51.74	pig	Rectum
48.88	pig	Rectum
51.66	pig	Rectum
49.7	pig	Rectum
53.68	pig	Rectum
56.68	pig	Rectum
52.46	pig	Rectum
46.08	pig	Rectum
53.75	pig	Rectum
56.59	pig	Rectum
46.61	pig	Rectum
52.74	pig	Rectum
51.19	pig	Rectum
47.15	pig	Rectum
48.85	pig	Rectum
50.63	pig	Rectum
55.59	pig	Rectum
53.11	pig	Rectum
59.25	pig	Rectum
54.58	pig	Rectum
51.24	pig	Rectum
50.05	pig	Rectum
49.87	pig	Rectum
57.83	pig	Rectum
60.6	pig	Rectum
50.98	pig	Rectum
51.91	pig	Rectum
47.75	pig	Rectum
50.83	pig	Rectum
48.96	pig	Rectum
54.3	pig	Rectum
58.86	pig	Rectum
53.13	pig	Rectum
57.5	pig	Rectum
57.2	pig	Rectum
55.73	pig	Rectum
47.85	pig	Rectum
50.66	pig	Rectum
63.48	pig	Rectum
60.28	pig	Rectum
61.76	pig	Rectum
49.09	pig	Rectum
57.3	pig	Rectum
54.48	pig	Rectum
51.82	pig	Rectum
55	pig	Rectum
48.75	pig	Rectum
54.28	pig	Rectum
51.49	pig	Rectum
51.49	pig	Rectum
47.9	pig	Rectum
50.85	pig	Rectum
56.61	pig	Rectum
51.57	pig	Rectum
49.76	pig	Rectum
47	pig	Rectum
61.33	pig	Rectum
54.82	pig	Rectum
49.09	pig	Rectum
62.4	pig	Rectum
57.14	pig	Rectum
52.6	pig	Rectum
55.45	pig	Rectum
48.34	pig	Rectum
51.69	pig	Rectum
48.29	pig	Rectum
60.42	pig	Rectum
54.97	pig	Rectum
59.9	pig	Rectum
51.47	pig	Rectum
59.09	pig	Rectum
48.41	pig	Rectum
50.49	pig	Rectum
50.55	pig	Rectum
49.88	pig	Rectum
63.33	pig	Rectum
54.52	pig	Rectum
51.34	pig	Rectum
59.87	pig	Rectum
50.12	pig	Rectum
48.33	pig	Rectum
59.81	pig	Rectum
47.39	pig	Rectum
48.29	pig	Rectum
50.29	pig	Rectum
57.67	pig	Rectum
53.96	pig	Rectum
47.68	pig	Rectum
60.76	pig	Rectum
51.76	pig	Rectum
49.58	pig	Rectum
54.36	pig	Rectum
56.76	pig	Rectum
51.24	pig	Rectum
48.35	pig	Rectum
47.74	pig	Rectum
51.46	pig	Rectum
47.22	pig	Rectum
50.06	pig	Rectum
53.8	pig	Rectum
50.96	pig	Rectum
49.92	pig	Rectum
50.39	pig	Rectum
55.5	pig	Rectum
51.83	pig	Rectum
48.84	pig	Rectum
54.02	pig	Rectum
52.95	pig	Rectum
49.51	pig	Rectum
53.04	pig	Rectum
47.41	pig	Rectum
62.44	pig	Stomachs
59.82	pig	Stomachs
61.92	pig	Stomachs
48.17	pig	Rectum
46.1	pig	Rectum
49.13	pig	Rectum
55.42	pig	Rectum
60.38	pig	Stomachs
65.23	pig	Stomachs
50.03	pig	Rectum
59.19	pig	Stomachs
51.91	pig	Rectum
50.54	pig	Rectum
45.55	pig	Rectum
46.08	pig	Rectum
58.47	pig	Rectum
58.38	pig	Stomachs
61.13	pig	Stomachs
61.17	pig	Stomachs
46.42	pig	Rectum
51.02	pig	Rectum
46.63	pig	Rectum
48.22	pig	Rectum
47.16	pig	Rectum
59.2	pig	Stomachs
65.21	pig	Stomachs
62.34	pig	Stomachs
57.81	pig	Rectum
59.03	pig	Rectum
49.29	pig	Rectum
52.99	pig	Rectum
46.76	pig	Rectum
56.58	pig	Rectum
78.46	pig	Rectum
62.73	pig	Stomachs
62.57	pig	Stomachs
46.7	pig	Stomachs
65.91	pig	Rectum
51.08	pig	Rectum
51.39	pig	Rectum
54.81	pig	Rectum
60.6	pig	Stomachs
69.02	pig	Intestines
47.48	pig	Stomachs
57.95	pig	Intestines
62.1	pig	Intestines
58.46	pig	Intestines
55.52	pig	Rectum
52.84	pig	Intestines
64.91	pig	Intestines
64.45	pig	Intestines
67.39	pig	Intestines
52.23	pig	Intestines
49.54	pig	Intestines
6.87	pig	Intestines
67.84	pig	Stomachs
45.26	pig	Stomachs
65.16	pig	Stomachs
58.69	pig	Stomachs
62.01	pig	Stomachs
45.28	pig	Stomachs
63.59	pig	Stomachs
50.01	pig	Stomachs
63.31	pig	Stomachs
43.38	pig	Stomachs
62.68	pig	Stomachs
57.79	pig	Stomachs
42.14	pig	Stomachs
40.72	pig	Stomachs
41.73	pig	Stomachs
59.89	pig	Stomachs
47.52	pig	Stomachs
62.97	pig	Stomachs
57.99	pig	Stomachs
61.13	pig	Intestines
61.17	pig	Intestines
59.74	pig	Intestines
63.36	pig	Intestines
60.4	pig	Intestines
58.7	pig	Intestines
51.53	pig	Stomachs
45.62	pig	Stomachs
66.79	pig	Stomachs
50.1	pig	Stomachs
64.13	pig	Stomachs
61.32	pig	Stomachs
59.09	pig	Stomachs
60.29	pig	Stomachs
54.45	pig	Stomachs
57.88	pig	Stomachs
62.28	pig	Stomachs
59.77	pig	Stomachs
63.1	pig	Stomachs
58.54	pig	Stomachs
58.8	pig	Stomachs
57.22	pig	Stomachs
53.99	pig	Stomachs
62.08	pig	Stomachs
63.3	pig	Stomachs
67.12	pig	Stomachs
67.17	pig	Stomachs
59.49	pig	Stomachs
59.34	pig	Stomachs
62.52	pig	Stomachs
45.21	pig	Stomachs
57.11	pig	Rectum
44.94	pig	Stomachs
50.46	pig	Stomachs
46.19	pig	Stomachs
44.99	pig	Intestines
60.02	pig	Intestines
43.87	pig	Stomachs
60.96	pig	Intestines
54.32	pig	Intestines
47.91	pig	Intestines
58.85	pig	Rectum
52.92	pig	Intestines
57.26	pig	Intestines
44.44	pig	Intestines
48.1	pig	Intestines
40.74	pig	Intestines
60.41	pig	Intestines
58.17	pig	Intestines
36.72	pig	Intestines
57.74	pig	Rectum
44.4	pig	Intestines
47.1	pig	Intestines
63.24	pig	Intestines
25.09	pig	Intestines
53.66	pig	Intestines
58.75	pig	Intestines
32.94	pig	Intestines
24.44	pig	Intestines
25.82	pig	Intestines
4.95	pig	Intestines
35.46	pig	Intestines
24.44	pig	Intestines
57.91	pig	Intestines
23.45	pig	Intestines
19.16	pig	Intestines
26.77	pig	Intestines
31.44	pig	Intestines
49.1	pig	Intestines
55.01	pig	Rectum
52.45	pig	Stomachs
43.7	pig	Stomachs
48.98	pig	Stomachs
43.52	pig	Stomachs
58.34	pig	Rectum
37.79	pig	Intestines
48.76	pig	Stomachs
54.54	pig	Intestines
46.31	pig	Stomachs
49.44	pig	Intestines
46.02	pig	Intestines
61.4	pig	Intestines
58.46	pig	Rectum
54.51	pig	Intestines
54.23	pig	Intestines
55.84	pig	Intestines
61.06	pig	Intestines
59.12	pig	Intestines
47.36	pig	Intestines
51.13	pig	Intestines
47.66	pig	Intestines
49.63	pig	Intestines
57.16	pig	Rectum
49	pig	Intestines
58.85	pig	Intestines
47.1	pig	Intestines
51.91	pig	Intestines
53.33	pig	Intestines
58.71	pig	Rectum
51.23	pig	Intestines
40.22	pig	Stomachs
54.06	pig	Rectum
60.3	pig	Intestines
56.58	pig	Rectum
61.33	pig	Stomachs
54.77	pig	Rectum
43.73	pig	Stomachs
43.02	pig	Stomachs
54.99	pig	Stomachs
30.43	pig	Stomachs
58.12	pig	Rectum
45.26	pig	Stomachs
58.21	pig	Stomachs
46.51	pig	Stomachs
57.64	pig	Stomachs
55.35	pig	Stomachs
54.39	pig	Rectum
51.92	pig	Rectum
58.54	pig	Stomachs
62.17	pig	Stomachs
59.79	pig	Stomachs
59.51	pig	Stomachs
60.45	pig	Stomachs
64.25	pig	Stomachs
58.16	pig	Stomachs
61.35	pig	Intestines
73.51	pig	Intestines
62.19	pig	Intestines
54.6	pig	Intestines
60.5	pig	Intestines
52.58	pig	Intestines
47.22	pig	Intestines
57.45	pig	Intestines
63.42	pig	Intestines
66.79	pig	Intestines
54.24	pig	Intestines
60.1	pig	Intestines
60.28	pig	Stomachs
61.92	pig	Stomachs
62.89	pig	Intestines
62.93	pig	Stomachs
71.12	pig	Intestines
68.92	pig	Intestines
63.09	pig	Intestines
61.38	pig	Stomachs
65.63	pig	Stomachs
69.53	pig	Stomachs
62.18	pig	Stomachs
66.44	pig	Stomachs
58.7	pig	Stomachs
72.03	pig	Stomachs
62.87	pig	Stomachs
66.75	pig	Stomachs
66.35	pig	Stomachs
64.54	pig	Stomachs
57.47	pig	Stomachs
57.88	pig	Stomachs
69.03	pig	Stomachs
66.23	pig	Stomachs
66.05	pig	Stomachs
67.04	pig	Stomachs
56.61	pig	Rectum
60.29	pig	Rectum
54.06	pig	Rectum
74.53	pig	Stomachs
71.05	pig	Stomachs
77.94	pig	Stomachs
60.78	pig	Stomachs
48.42	pig	Stomachs
48.72	pig	Stomachs
45.85	pig	Stomachs
55.81	pig	Rectum
62.15	pig	Rectum
60.96	pig	Stomachs
66.03	pig	Stomachs
63.06	pig	Rectum
72.43	pig	Stomachs
41.51	pig	Stomachs
48.6	pig	Stomachs
48.25	pig	Stomachs
48.5	pig	Stomachs
57.16	pig	Rectum
61.06	pig	Rectum
61.73	pig	Rectum
75.52	pig	Stomachs
63	pig	Stomachs
70.73	pig	Stomachs
57.51	pig	Stomachs
55.69	pig	Rectum
55.23	pig	Rectum
47.35	pig	Stomachs
55.86	pig	Stomachs
46.57	pig	Stomachs
63.51	pig	Stomachs
46.01	pig	Stomachs
63.74	pig	Stomachs
59.84	pig	Rectum
65.18	pig	Rectum
59	pig	Rectum
47.17	pig	Rectum
43.76	pig	Stomachs
58.82	pig	Stomachs
48.78	pig	Stomachs
57.92	pig	Rectum
44.36	pig	Stomachs
50.26	pig	Stomachs
49.21	pig	Stomachs
61.81	pig	Rectum
47.62	pig	Stomachs
61.02	pig	Rectum
58.89	pig	Stomachs
74.74	pig	Stomachs
60.41	pig	Rectum
73.16	pig	Stomachs
63.67	pig	Rectum
63.05	pig	Rectum
48.42	pig	Stomachs
57.63	pig	Stomachs
46.39	pig	Stomachs
44.8	pig	Stomachs
72.78	pig	Stomachs
61.4	pig	Rectum
56.95	pig	Rectum
63.13	pig	Rectum
47.67	pig	Stomachs
41.44	pig	Stomachs
44.3	pig	Stomachs
40.84	pig	Stomachs
45.62	pig	Stomachs
49.87	pig	Stomachs
43.67	pig	Stomachs
45.14	pig	Stomachs
70.83	pig	Stomachs
44.21	pig	Stomachs
47.45	pig	Stomachs
43.59	pig	Stomachs
43.45	pig	Stomachs
45.45	pig	Stomachs
44.32	pig	Stomachs
47.9	pig	Stomachs
48.5	pig	Stomachs
49.58	pig	Stomachs
60.23	pig	Rectum
43.54	pig	Stomachs
45.52	pig	Stomachs
61.3	pig	Rectum
53.2	pig	Stomachs
49.26	pig	Stomachs
45.91	pig	Stomachs
49.55	pig	Stomachs
43.18	pig	Stomachs
37.55	pig	Stomachs
62.47	pig	Rectum
46.31	pig	Stomachs
44.94	pig	Stomachs
54.08	pig	Stomachs
47.92	pig	Stomachs
45.11	pig	Stomachs
45.76	pig	Stomachs
59.92	pig	Stomachs
44.31	pig	Stomachs
45.5	pig	Stomachs
64.44	pig	Rectum
44.54	pig	Stomachs
65.37	pig	Rectum
48.37	pig	Stomachs
44.44	pig	Stomachs
44.93	pig	Stomachs
43.53	pig	Stomachs
72.55	pig	Stomachs
48.83	pig	Stomachs
47.88	pig	Stomachs
45.75	pig	Stomachs
44.34	pig	Stomachs
44.82	pig	Stomachs
42.35	pig	Stomachs
44.79	pig	Stomachs
43.82	pig	Stomachs
41.63	pig	Stomachs
48.06	pig	Stomachs
41.49	pig	Stomachs
45.93	pig	Stomachs
41	pig	Stomachs
42.88	pig	Stomachs
46.98	pig	Stomachs
46.25	pig	Stomachs
46.95	pig	Stomachs
43.77	pig	Stomachs
60.69	pig	Rectum
59.22	pig	Rectum
54.51	pig	Rectum
67.65	pig	Rectum
56.26	pig	Rectum
62.32	pig	Rectum
62.52	pig	Rectum
57.1	pig	Rectum
64.4	pig	Rectum
69.42	pig	Rectum
61.72	pig	Rectum
65.23	pig	Rectum
55.68	pig	All
54.67	pig	All
55.62	pig	All
54.59	pig	All
55.9	pig	All
55.93	pig	All
57.33	pig	All
56.45	pig	All
55.22	pig	All
54.78	pig	All
54.58	pig	All
54.28	pig	All
57.24	pig	All
59.22	pig	All
51.29	pig	All
52.76	pig	All
52.85	pig	All
49.93	pig	All
51.81	pig	All
52.74	pig	All
53.65	pig	All
52.01	pig	All
51.7	pig	All
52.4	pig	All
52.72	pig	All
49.13	pig	All
51.98	pig	All
56.92	pig	All
55.13	pig	All
55.96	pig	All
55.62	pig	All
54.33	pig	All
55.23	pig	All
54.39	pig	All
53.67	pig	All
57.99	pig	All
55.66	pig	All
54.14	pig	All
53.72	pig	All
56.86	pig	All
57.48	pig	All
52.12	pig	All
52.53	pig	All
54.35	pig	All
50.5	pig	All
52.49	pig	All
51.14	pig	All
53.9	pig	All
52.04	pig	All
52.53	pig	All
51.27	pig	All
54.04	pig	All
53.01	pig	All
53.03	pig	All
53.52	pig	All
55.31	pig	All
45.54	pig	All
44.61	pig	All
60.51	pig	All
55.21	pig	All
58.45	pig	All
58.95	pig	All
63.92	pig	All
53.37	pig	All
57.34	pig	All
55.4	pig	All
55.07	pig	All
56.85	pig	All
60.81	pig	All
61	pig	All
56.07	pig	All
58.12	pig	All
62.46	pig	All
52.53	pig	All
56.23	pig	All
53.33	pig	All
66.7	pig	All
57.01	pig	All
56.73	pig	All
57.06	pig	All
57.07	pig	All
48.18	pig	All
56.12	pig	All
57.15	pig	All
55.65	pig	All
55.78	pig	All
50.59	pig	All
60.62	pig	All
60.94	pig	All
54.28	pig	All
57.88	pig	All
56.81	pig	All
56.12	pig	All
58.93	pig	All
53.33	pig	All
57.11	pig	All
58.25	pig	All
56.47	pig	All
56.6	pig	All
57.63	pig	All
60.53	pig	All
60.66	pig	All
67.45	pig	All
62.88	pig	All
66.16	pig	All
85.46	pig	All
90.92	pig	All
70.99	pig	All
84.47	pig	All
74.12	pig	All
91.92	pig	All
84.82	pig	All
75.09	pig	All
88.11	pig	All
82.69	pig	All
81.32	pig	All
89.63	pig	All
91.14	pig	All
75.69	pig	All
87.41	pig	All
86.87	pig	All
91.83	pig	All
90.18	pig	All
71.8	pig	All
85.61	pig	All
91.34	pig	All
65.7	pig	All
80.11	pig	All
68.61	pig	All
89.6	pig	All
83.53	pig	All
77.91	pig	All
69.44	pig	All
61.97	pig	All
52.78	pig	All
52.28	pig	All
51.14	pig	All
55.03	pig	All
66.32	pig	All
55.72	pig	All
55.3	pig	All
56.87	pig	All
50.7	pig	All
58.86	pig	All
51.9	pig	All
74.21	pig	All
55.74	pig	All
62.91	pig	All
63.74	pig	All
52.05	pig	All
48.91	pig	All
58.65	pig	All
53.47	pig	All
76.16	pig	All
55.26	pig	All
49.94	pig	All
50.18	pig	All
50.18	pig	All
54.46	pig	All
51.37	pig	All
50.9	pig	All
49.03	pig	All
50.1	pig	All
53.02	pig	All
51.98	pig	All
50.92	pig	All
52.9	pig	All
49.48	pig	All
50.73	pig	All
47.32	pig	All
50.55	pig	All
49.89	pig	All
48.85	pig	All
52.72	pig	All
52.12	pig	All
52.17	pig	All
50.25	pig	All
49.17	pig	All
51.11	pig	All
59.48	pig	All
53.98	pig	All
54.35	pig	All
52.39	pig	All
53.11	pig	All
52.16	pig	All
53.07	pig	All
50.94	pig	All
51.16	pig	All
51.38	pig	All
57.95	pig	All
56.36	pig	All
53.42	pig	All
53.47	pig	All
55.14	pig	All
51.7	pig	All
50.44	pig	All
54.43	pig	All
51.47	pig	All
51.45	pig	All
52	pig	All
55.3	pig	All
47.37	pig	All
52.05	pig	All
54.31	pig	All
51.74	pig	All
48.88	pig	All
51.66	pig	All
49.7	pig	All
53.68	pig	All
56.68	pig	All
52.46	pig	All
46.08	pig	All
53.75	pig	All
56.59	pig	All
46.61	pig	All
52.74	pig	All
51.19	pig	All
47.15	pig	All
48.85	pig	All
50.63	pig	All
55.59	pig	All
53.11	pig	All
59.25	pig	All
54.58	pig	All
51.24	pig	All
50.05	pig	All
49.87	pig	All
57.83	pig	All
60.6	pig	All
50.98	pig	All
51.91	pig	All
47.75	pig	All
50.83	pig	All
48.96	pig	All
54.3	pig	All
58.86	pig	All
53.13	pig	All
57.5	pig	All
57.2	pig	All
55.73	pig	All
47.85	pig	All
50.66	pig	All
63.48	pig	All
60.28	pig	All
61.76	pig	All
49.09	pig	All
57.3	pig	All
54.48	pig	All
51.82	pig	All
55	pig	All
48.75	pig	All
54.28	pig	All
51.49	pig	All
51.49	pig	All
47.9	pig	All
50.85	pig	All
56.61	pig	All
51.57	pig	All
49.76	pig	All
47	pig	All
61.33	pig	All
54.82	pig	All
49.09	pig	All
62.4	pig	All
57.14	pig	All
52.6	pig	All
55.45	pig	All
48.34	pig	All
51.69	pig	All
48.29	pig	All
60.42	pig	All
54.97	pig	All
59.9	pig	All
51.47	pig	All
59.09	pig	All
48.41	pig	All
50.49	pig	All
50.55	pig	All
49.88	pig	All
63.33	pig	All
54.52	pig	All
51.34	pig	All
59.87	pig	All
50.12	pig	All
